section,date,ymd,paper,author,title,doc_id,nword,nsentence,self_reference,accountability_word_count,investigation_related,documents_reveal,investigation_duration,series_indicated,year
charlotte_hornets,2019-12-09,20191209,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer",Tanking ‘right?’ Makes no sense to worry about Hornets winning ‘too much’,87786,661,22,0,7,0,0,0,0,2019
opinion,2019-12-09,20191209,"Charlotte Observer, The: Web Edition Articles (NC)","Dana Ervin, The Charlotte Observer",Truth is the real battleground for 2020,87787,563,30,0,9,0,0,0,0,2019
business,2019-12-09,20191209,"Charlotte Observer, The: Web Edition Articles (NC)","Danielle Chemtob, The Charlotte Observer","There’s a war going on for good talent, Charlotte CEOs say. How long can it last?",87788,468,17,0,9,0,0,0,0,2019
charlotte_49ers,2019-12-09,20191209,"Charlotte Observer, The: Web Edition Articles (NC)","Steve Lyttle, The Charlotte Observer",Winning has its perks: 49ers soak up community siupport as they prepare for first bowl,87789,448,18,0,4,0,0,0,0,2019
religion,2019-12-09,20191209,"Charlotte Observer, The: Web Edition Articles (NC)","Jessica Banov, The Charlotte Observer",Charlotte priest placed on leave as old allegation of sexual abuse with minor surfaces,87790,643,29,0,21,0,0,0,0,2019
c5_things_to_do,2019-12-12,20191212,"Charlotte Observer, The: Web Edition Articles (NC)","Jillian Mueller, The Charlotte Observer",Your 5-minute guide to the best things to do in Charlotte; Dec. 13-20,87791,793,60,0,5,1,0,0,0,2019
money,2019-12-12,20191212,"Charlotte Observer, The: Web Edition Articles (NC)","Jessica Swannie, The Charlotte Observer",Here’s what happened after Charlotte restaurateurs started paying a living wage.,87792,1139,50,0,9,0,0,0,0,2019
north_carolina,2019-12-12,20191212,"Charlotte Observer, The: Web Edition Articles (NC)","Charles Duncan, The Charlotte Observer",Winter weather advisory issued for western North Carolina. Freezing rain forecast,87793,255,10,0,4,0,0,0,0,2019
restaurants,2019-12-12,20191212,"Charlotte Observer, The: Web Edition Articles (NC)","Daniel Hartis, The Charlotte Observer",Craft-brewery news: Protagonist Beer Co. will move into The Broken Spoke space,87794,905,26,0,6,0,0,0,0,2019
politics_government,2019-12-12,20191212,"Charlotte Observer, The: Web Edition Articles (NC)","Jim Morrill, The Charlotte Observer",Charlotte City Council member Dimple Ajmera is running for NC treasurer,87795,245,8,0,2,0,0,0,0,2019
crime,2019-12-12,20191212,"Charlotte Observer, The: Web Edition Articles (NC)","Michael Gordon, The Charlotte Observer","First, Michael DeMayo’s law firm overpaid her by $5K, then it threatened her with arrest",87796,762,20,0,22,0,0,0,0,2019
giving_two,2019-12-12,20191212,"Charlotte Observer, The: Web Edition Articles (NC)","Cristina Bolling, The Charlotte Observer","For a mom and kids living in a hotel, donors provide a glimmer of joy at Christmas",87797,760,27,0,2,0,0,0,0,2019
whats_in_store,2019-12-12,20191212,"Charlotte Observer, The: Web Edition Articles (NC)","Catherine Muccigrosso, The Charlotte Observer",Uptown diners will find worldly flavors and ‘some kind of surprise’ at new restaurant,87798,572,21,0,0,0,0,0,0,2019
c5_development,2019-12-12,20191212,"Charlotte Observer, The: Web Edition Articles (NC)","DeAnna Taylor, The Charlotte Observer",A fast-casual California chain is coming to South Charlotte — and bringing a salmon burger,87799,357,8,0,5,0,0,0,0,2019
local,2019-12-12,20191212,"Charlotte Observer, The: Web Edition Articles (NC)","Alison Kuznitz, The Charlotte Observer",Domestic violence Survivor Resource Center will open in uptown this spring,87800,660,19,0,6,0,0,0,0,2019
north_carolina,2019-12-12,20191212,"Charlotte Observer, The: Web Edition Articles (NC)","Simone Jasper, The Charlotte Observer",Where’s the best place for New Year’s celebrations in NC? Study puts this city on top,87801,268,5,0,1,0,0,0,0,2019
editorials,2019-12-12,20191212,"Charlotte Observer, The: Web Edition Articles (NC)","the Editorial Board, The Charlotte Observer",The NC Board of Elections stumbled. Does that mean the 2020 elections are less secure?,87802,577,22,0,8,2,0,0,0,2019
local,2019-12-12,20191212,"Charlotte Observer, The: Web Edition Articles (NC)","Michael Gordon, The Charlotte Observer","He said he was innocent of two murders. A voice rang out in court: ‘Stop lying, jackass!’",87803,655,21,0,7,0,0,0,0,2019
music_news_reviews,2019-12-12,20191212,"Charlotte Observer, The: Web Edition Articles (NC)","Courtney Devores, The Charlotte Observer","Following a revealing memoir, comedian Chris Kattan dishes on his ‘SNL’ days on stage",87804,520,32,0,0,0,0,0,0,2019
celebrities,2019-12-12,20191212,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer",Renowned Charlotte chef returning for ‘revenge’ season of Bravo’s ‘Top Chef’,87805,276,8,0,6,0,0,0,0,2019
north_carolina,2019-12-12,20191212,"Charlotte Observer, The: Web Edition Articles (NC)","Hayley Fowler, The Charlotte Observer",It’s like ‘American Ninja Warrior’ for dogs. Could a K-9 from NC be crowned ‘Top Dog’?,87806,502,17,0,4,0,0,0,0,2019
high_school,2019-12-12,20191212,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",He caught Christian McCaffrey’s eye. Now Weddington’s Will Shipley wants repeat title,87807,931,57,0,2,0,0,0,0,2019
helping_others,2019-12-12,20191212,"Charlotte Observer, The: Web Edition Articles (NC)","Amanda Zhou, The Charlotte Observer","Charlotte’s annual Good Friends luncheon breaks record, raises over $500,000",87808,462,18,0,3,0,0,0,0,2019
music_news_reviews,2019-12-12,20191212,"Charlotte Observer, The: Web Edition Articles (NC)","Shirley Griffith, The Charlotte Observer",7 buzzworthy concerts coming to Charlotte in the next week; Dec. 13-19,87809,532,39,0,4,1,0,0,0,2019
carolina_panthers,2019-12-12,20191212,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer","After season of expectations, what comes next for the Panthers’ defense?",87810,847,33,0,8,0,0,0,0,2019
scott_fowler,2019-12-12,20191212,"Charlotte Observer, The: Web Edition Articles (NC)","Scott Fowler, The Charlotte Observer","Former Panther Rae Carruth reaches out to his son, 20 years after Charlotte shooting",87811,934,35,0,8,0,0,0,0,2019
high_school,2019-12-15,20191215,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",Mallard Creek 5-star Trenton Simpson make surprise commitment to his S.C. dream school,87812,478,25,0,3,0,0,0,0,2019
high_school,2019-12-15,20191215,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer","On state championship Saturday, Vance, Catholic, Weddington flex muscles, make memories",87813,747,35,0,10,0,0,0,0,2019
letters_to_the_editor,2019-12-15,20191215,"Charlotte Observer, The: Web Edition Articles (NC)","Staff, The Charlotte Observer","With the final MLS vote, Charlotteans will officially become citizens of Tepperville",87814,640,29,0,12,0,0,0,0,2019
opinion,2019-12-15,20191215,"Charlotte Observer, The: Web Edition Articles (NC)","Brian O’Hara, The Charlotte Observer",A step that could reshape the energy economy,87815,594,19,0,10,0,0,0,0,2019
local,2019-12-15,20191215,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer",Historic African American church may become condos on Charlotte’s west side. ‘So sad’,87816,881,27,0,18,0,0,0,0,2019
north_carolina,2019-12-15,20191215,"Charlotte Observer, The: Web Edition Articles (NC)","Bailey Aldridge, The Charlotte Observer","Rain, high winds and thunderstorms may beat Santa to the Carolinas, forecasters say",87817,331,5,0,0,0,0,0,0,2019
carolina_panthers,2019-12-15,20191215,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer","Grading Carolina Panthers in yet another loss, this time to Seattle Seahawks",87818,424,14,0,12,0,0,0,0,2019
scott_fowler,2019-12-15,20191215,"Charlotte Observer, The: Web Edition Articles (NC)","Scott Fowler, The Charlotte Observer","Home, sour home: Panthers lose third straight in Charlotte, this time to Seattle",87819,732,26,0,4,0,0,0,0,2019
carolina_panthers,2019-12-15,20191215,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer",Panthers lose sixth straight despite Christian McCaffrey’s historic day,87820,1047,37,0,19,0,0,0,0,2019
politics_government,2019-12-15,20191215,"Charlotte Observer, The: Web Edition Articles (NC)","Jim Morrill, The Charlotte Observer","Bloomberg opens NC HQ on Sunday, promises to send Trump ‘back to Mother Russia’",87821,555,31,0,3,0,0,0,0,2019
high_school,2019-12-15,20191215,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr. and Jay Edwards, The Charlotte Observer",It’s time to vote for Observer high school boys basketball player of the week (12.19.19),87823,1086,42,0,10,0,0,0,0,2019
scott_fowler,2019-12-15,20191215,"Charlotte Observer, The: Web Edition Articles (NC)","Scott Fowler, The Charlotte Observer",‘I like North Carolina’: Seattle’s Russell Wilson torments Panthers in Charlotte again,87824,826,42,0,1,0,0,0,0,2019
high_school,2019-12-15,20191215,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",Vote for the Charlotte Observer high school football player of the week l 12.19.19,87825,337,15,0,2,0,0,0,0,2019
high_school,2019-12-15,20191215,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr. and Jay Edwards, The Charlotte Observer",It’s time to vote on Observer girls basketball player of the week (12.19.19),87826,1050,39,0,17,0,0,0,0,2019
high_school,2019-12-15,20191215,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr. and Jay Edwards, The Charlotte Observer",It’s time to vote for Charlotte Observer athlete of the week l 12.18.19,87827,737,31,0,5,0,0,0,0,2019
letters_to_the_editor,2019-12-18,20191218,"Charlotte Observer, The: Web Edition Articles (NC)","Staff, The Charlotte Observer",Charlotte’s MLS investment raises important questions for me,87828,711,31,0,13,0,0,0,0,2019
c5_wellness,2019-12-18,20191218,"Charlotte Observer, The: Web Edition Articles (NC)","Laurie Larsh, The Charlotte Observer",Plan your New Year’s goals with the help of these 6 Charlotte fitness professionals,87829,2970,151,0,15,0,0,0,0,2019
charlotte_hornets,2019-12-18,20191218,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer",Charlotte Hornets rookie Cody Martin’s infectious intensity: ‘Just in my DNA’,87830,555,33,0,12,0,0,0,0,2019
editorials,2019-12-18,20191218,"Charlotte Observer, The: Web Edition Articles (NC)","the Editorial Board, The Charlotte Observer",Why impeachment matters,87831,559,24,0,20,0,0,0,0,2019
local,2019-12-18,20191218,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer","Armed felon with no driver’s license was going 108 mph on NC interstate, cops say",87832,310,12,0,8,0,0,0,0,2019
local,2019-12-18,20191218,"Charlotte Observer, The: Web Edition Articles (NC)","ThÃ©oden Janes, The Charlotte Observer","He was criticized for how he ran GuantÃ¡namo Bay. Now, his job is to keep UNC Charlotte safe.",87833,3726,131,0,34,0,0,0,0,2019
north_carolina,2019-12-18,20191218,"Charlotte Observer, The: Web Edition Articles (NC)","Hayley Fowler, The Charlotte Observer",Charlotte is getting an MLS team. Here’s a guide if you’re new to professional soccer,87834,556,14,0,6,0,0,0,0,2019
local,2019-12-18,20191218,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer",Mecklenburg sheriff’s deputy fired after cops say she hit man with ‘blunt object’,87835,252,8,0,7,0,0,0,0,2019
opinion,2019-12-18,20191218,"Charlotte Observer, The: Web Edition Articles (NC)","Jim Martin, The Charlotte Observer",The disturbing new frequency of impeachment,87836,662,35,0,43,0,0,0,0,2019
carolina_panthers,2019-12-18,20191218,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer","Panthers QB Will Grier getting first-team reps, team holds off official announcement",87837,760,30,0,9,0,0,0,0,2019
carolina_panthers,2019-12-18,20191218,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer","Cam Newton, playing Santa, said he won’t leave the Panthers unless they get rid of him",87839,984,38,0,4,0,0,0,0,2019
banking,2019-12-18,20191218,"Charlotte Observer, The: Web Edition Articles (NC)","Austin Weinstein, The Charlotte Observer","Truity, TruEnergy: Here’s how Charlotte’s new big bank is defending suit over name",87841,409,13,0,7,0,0,0,0,2019
development,2019-12-18,20191218,"Charlotte Observer, The: Web Edition Articles (NC)","Danielle Chemtob, The Charlotte Observer",City and county OK funds for California firm purchasing historic Excelsior Club,87842,464,16,0,1,0,1,0,0,2019
local,2019-12-18,20191218,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer",Surprise bullet hole in Birkdale Village window came from cop removing gun in restroom,87843,296,10,0,4,0,0,0,0,2019
charlotte_hornets,2019-12-18,20191218,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer","Terry Rozier has a career-high 35 points, but Hornets lose to the Cavaliers",87844,490,17,0,5,0,0,0,0,2019
charlotte_49ers,2019-12-18,20191218,"Charlotte Observer, The: Web Edition Articles (NC)","David Scott, The Charlotte Observer",Looking back: Original Charlotte 49ers built foundation for current success,87845,1244,69,0,9,0,0,0,0,2019
national,2019-12-18,20191218,"Charlotte Observer, The: Web Edition Articles (NC)","Simone Jasper, The Charlotte Observer","Patients urged to get tested for HIV, hepatitis after going to TN dentist, reports say",87846,293,8,0,4,0,0,0,0,2019
north_carolina,2019-12-18,20191218,"Charlotte Observer, The: Web Edition Articles (NC)","Hayley Fowler, The Charlotte Observer","NC doctor fed Florida man’s opioid addiction until it killed him, prosecutor says",87847,503,17,0,8,0,3,0,0,2019
opinion,2019-12-21,20191221,"Charlotte Observer, The: Web Edition Articles (NC)","Celia Rivenbark, The Charlotte Observer",Getting to the bottom of Trump and toilets,87848,512,27,0,2,0,0,0,0,2019
scott_fowler,2019-12-21,20191221,"Charlotte Observer, The: Web Edition Articles (NC)","Scott Fowler, The Charlotte Observer","Reich will try to beat Panthers Sunday, but once he was their first NFL quarterback",87849,665,19,0,0,0,0,0,0,2019
crime,2019-12-21,20191221,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer","911 dispatchers listened as man in Ballantyne shot multiple times and killed, cops say",87850,215,9,0,2,0,0,0,0,2019
carolina_panthers,2019-12-21,20191221,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer",Panthers rookie Will Grier prepares for 1st NFL start under less-than-ideal circumstances,87852,1640,75,0,8,0,0,0,0,2019
charlotte_49ers,2019-12-21,20191221,"Charlotte Observer, The: Web Edition Articles (NC)","David Scott, The Charlotte Observer","Despite bowl loss, Charlotte 49ers’ season a successful wrap. Time for the sequel.",87853,666,20,0,7,0,0,0,0,2019
carolina_panthers,2019-12-21,20191221,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer",Panthers scouting report: Will Grier set to make debut vs. struggling Colts,87854,963,40,0,9,0,0,0,0,2019
high_school,2019-12-21,20191221,"Charlotte Observer, The: Web Edition Articles (NC)","Steve Lyttle, The Charlotte Observer","East stars, fans are winners in inaugural Queen City Senior Bowl",87855,852,29,0,2,0,0,0,0,2019
charlotte_hornets,2019-12-21,20191221,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer","Hornets give up 12-point lead, fall to Jazz, despite Terry Rozier’s 29 points",87856,366,14,0,8,0,0,0,0,2019
preps_blog,2019-12-21,20191221,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",Here is the Observer’s Ultimate high school football player of the week,87857,159,9,0,1,0,0,0,0,2019
local,2019-12-21,20191221,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer",I-485 drivers criticized by EMS for gawking at and videotaping overturned car,87858,353,16,0,4,0,0,0,0,2019
charlotte_hornets,2019-12-21,20191221,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer","With actions, not just words, James Borrego lets Hornets know it’s defense-first",87859,519,28,0,2,0,0,0,0,2019
high_school,2019-12-21,20191221,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer","Saturday’s basketball rewind: No. 4 Carmel Christian stops Harding; stars, scores, boxes.",87860,2257,64,0,10,0,0,0,0,2019
opinion,2019-12-24,20191224,"Charlotte Observer, The: Web Edition Articles (NC)","Mike Kerrigan, The Charlotte Observer","On Christmas Eve, some assembly (and counseling) required",87861,506,19,0,2,0,0,0,0,2019
letters_to_the_editor,2019-12-24,20191224,"Charlotte Observer, The: Web Edition Articles (NC)","Staff, The Charlotte Observer",If Senate leader Mitch McConnell can’t be impartial he needs to recuse himself,87862,676,37,0,20,0,0,0,0,2019
scott_fowler,2019-12-24,20191224,"Charlotte Observer, The: Web Edition Articles (NC)","Matthew Stephens, The Charlotte Observer",Scott Fowler’s 10 most popular columns of 2019 for The Charlotte Observer,87863,809,44,0,5,0,0,0,0,2019
local,2019-12-24,20191224,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer","Woman goes to check on boyfriend, finds him murdered at his Charlotte home, cops say",87864,156,7,0,1,0,0,0,0,2019
crime,2019-12-24,20191224,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",Internal police investigation launched into Charlotte arrest of rapper DaBaby,87865,595,14,0,22,0,0,0,0,2019
college,2019-12-24,20191224,"Charlotte Observer, The: Web Edition Articles (NC)","Steve Lyttle, The Charlotte Observer","Appalachian State had the best season in N.C. history, how will Shawn Clark top it?",87866,644,37,0,5,0,0,0,0,2019
crime,2019-12-24,20191224,"Charlotte Observer, The: Web Edition Articles (NC)","Michael Gordon, The Charlotte Observer","He almost became Mecklenburg’s sheriff. Now, Nick Mackey faces charges in 2 states.",87867,762,21,0,26,0,2,0,0,2019
north_carolina,2019-12-24,20191224,"Charlotte Observer, The: Web Edition Articles (NC)","Charles Duncan, The Charlotte Observer",Dolly Parton’s Imagination Library has given away 130 million books,87868,180,5,0,2,0,0,0,0,2019
music_news_reviews,2019-12-24,20191224,"Charlotte Observer, The: Web Edition Articles (NC)","Shirley Griffith, The Charlotte Observer",7 buzzworthy concerts coming to Charlotte in the next week; Dec. 27-Jan. 2,87869,501,33,0,2,1,0,0,0,2019
giving_two,2019-12-24,20191224,"Charlotte Observer, The: Web Edition Articles (NC)","Cristina Bolling, The Charlotte Observer","After fostering dozens of kids and adopting 9, she’s not done being a mom",87870,1465,59,0,3,0,0,0,0,2019
local,2019-12-24,20191224,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",Is Santa Claus real? NORAD has all the proof we need with a dizzying radar tracker,87871,291,7,0,2,0,0,0,0,2019
preps_blog,2019-12-27,20191227,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer","Thursday’s top boys, girls high school basketball performers, box scores",87872,1361,39,0,13,0,0,0,0,2019
c5_things_to_do,2019-12-27,20191227,"Charlotte Observer, The: Web Edition Articles (NC)","Jillian Mueller, The Charlotte Observer",Your 5-minute guide to the best things to do in Charlotte; Dec. 27-Jan. 2,87873,811,70,0,4,0,0,0,0,2019
education,2019-12-27,20191227,"Charlotte Observer, The: Web Edition Articles (NC)","Annie Ma, The Charlotte Observer",CMS school choice lottery results are arriving soon. Here’s what you need to know.,87874,522,18,0,12,0,0,0,0,2019
c5_development,2019-12-27,20191227,"Charlotte Observer, The: Web Edition Articles (NC)","Melissa Oyler, The Charlotte Observer","That skyline view, those patios: Have you been to the new Devil’s Logic Brewery?",87876,832,32,0,6,0,0,0,0,2019
local,2019-12-27,20191227,"Charlotte Observer, The: Web Edition Articles (NC)","Lauren Lindstrom, The Charlotte Observer","Disability, race lead NC fair housing claims. Experts say discrimination is under-counted",87877,427,13,0,12,0,0,0,0,2019
charlotte_hornets,2019-12-27,20191227,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer","Curious, intense and adaptive are what make Cody Martin a great find for the Hornets",87878,887,47,0,2,0,0,0,0,2019
crime,2019-12-27,20191227,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price and Amanda Zhou, The Charlotte Observer","When they went to rob a man at gunpoint, his wife fired her gun. She’s a Charlotte cop.",87879,364,7,0,6,0,0,0,0,2019
giving_two,2019-12-27,20191227,"Charlotte Observer, The: Web Edition Articles (NC)","Cristina Bolling, The Charlotte Observer",Gifts from donors a big help during this family’s first Christmas in Charlotte,87880,442,15,0,1,0,0,0,0,2019
scott_fowler,2019-12-27,20191227,"Charlotte Observer, The: Web Edition Articles (NC)","Scott Fowler, The Charlotte Observer","What defined the decade for the Carolina Panthers? These 10 transactions, to start",87881,1478,58,0,13,0,0,0,1,2019
development,2019-12-27,20191227,"Charlotte Observer, The: Web Edition Articles (NC)","Danielle Chemtob, The Charlotte Observer",Charlotte’s only historic hotel is getting a major upgrade in bid to remain relevant,87882,343,9,0,1,0,1,0,0,2019
charlotte_hornets,2019-12-27,20191227,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer",Maybe only question for Hornets’ Washington; how will he adjust to that splint?,87883,374,21,0,2,0,0,0,0,2019
whats_in_store,2019-12-27,20191227,"Charlotte Observer, The: Web Edition Articles (NC)","Catherine Muccigrosso, The Charlotte Observer",One of the main Concord Mills mall entrances is closing for months to help traffic,87884,274,8,0,13,0,0,0,0,2019
north_carolina,2019-12-27,20191227,"Charlotte Observer, The: Web Edition Articles (NC)","Hayley Fowler, The Charlotte Observer","Pickles, pirates and a 30-pound flea: Here are ways North Carolina rings in 2020",87885,824,21,0,8,0,0,0,0,2019
carolina_panthers,2019-12-27,20191227,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer","Panthers tight end Greg Olsen opens up on possible retirement, what comes next",87886,968,45,0,6,0,0,0,0,2019
carolina_panthers,2019-12-27,20191227,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer",Three numbers that help explain what went wrong for the Carolina Panthers in 2019,87888,627,25,0,7,0,0,0,0,2019
charlotte_hornets,2019-12-27,20191227,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer",Hornets fall to Thunder in overtime after making up a 16-point deficit,87890,395,14,0,9,0,0,0,0,2019
preps_blog,2019-12-27,20191227,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer","Hoodies House Day 1 recap: Who stood out, observations, scores, schedule",87891,786,33,0,7,0,0,0,0,2019
high_school,2019-12-27,20191227,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer","Friday’s holiday prep basketball recap: stars, boxscores, schedules.",87892,3847,87,0,21,0,0,0,0,2019
high_school,2019-12-27,20191227,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer","Could Drake Maye be a D-I basketball player? Sure, but he still plans to play QB at Alabama",87893,772,45,0,4,0,0,0,0,2019
development,2019-12-30,20191230,"Charlotte Observer, The: Web Edition Articles (NC)","Danielle Chemtob, The Charlotte Observer","How new towers, corporate HQs and light rail all changed Charlotte in the past decade",87894,1233,31,0,13,0,0,0,0,2019
politics_government,2019-12-30,20191230,"Charlotte Observer, The: Web Edition Articles (NC)","Jim Morrill, The Charlotte Observer",How impeachment trials have put the spotlight on North Carolina senators,87895,813,38,0,30,0,0,0,0,2019
local,2019-12-30,20191230,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",Gator or monster snake? Photo at South Carolina lake resurrects talk of tribal legend,87896,513,21,0,1,0,0,0,0,2019
carolina_panthers,2019-12-30,20191230,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg and Scott Fowler, The Charlotte Observer",Former Panthers head coach Ron Rivera hired in Washington,87897,743,37,0,2,0,0,0,0,2019
carolina_panthers,2019-12-30,20191230,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer","What we know about the Panthers’ coaching search, and pros and cons of the candidates",87898,983,34,0,9,0,0,0,0,2019
editorials,2019-12-30,20191230,"Charlotte Observer, The: Web Edition Articles (NC)","the Editorial Board, The Charlotte Observer",The Charlotte Diocese takes an important step - but faces a new threat - on clergy abuse.,87900,650,24,0,21,0,0,0,0,2019
charlotte_hornets,2019-12-30,20191230,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer",Would trading for Kevin Love make sense for the Hornets if they’re deadline buyers?,87901,893,40,0,11,0,0,0,0,2019
national,2019-12-30,20191230,"Charlotte Observer, The: Web Edition Articles (NC)","Hayley Fowler, The Charlotte Observer","What does ‘Auld Lang Syne’ mean, and other New Year’s Eve traditions explained",87902,685,21,0,1,0,0,0,0,2019
carolina_panthers,2019-12-30,20191230,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer",Panthers free agents open up about what’s next; James Bradberry open to franchise tag,87903,1008,42,0,7,0,0,0,0,2019
national,2019-12-30,20191230,"Charlotte Observer, The: Web Edition Articles (NC)","Bailey Aldridge, The Charlotte Observer","Fire them all, West Virginia governor says of cadets who gave Nazi salute in photo",87904,582,12,0,5,0,0,0,0,2019
local,2019-12-30,20191230,"Charlotte Observer, The: Web Edition Articles (NC)","WBTV, The Charlotte Observer",Investigation finds Huntersville officer violated policy after accidentally firing gun,87905,222,6,0,6,0,0,0,0,2019
north_carolina,2019-12-30,20191230,"Charlotte Observer, The: Web Edition Articles (NC)","Hayley Fowler, The Charlotte Observer",‘Check your tickets!’ NC lottery is waiting for $1 million winner to claim prize,87906,115,7,0,0,0,0,0,0,2019
religion,2019-12-30,20191230,"Charlotte Observer, The: Web Edition Articles (NC)","Bruce Henderson, The Charlotte Observer",Charlotte diocese releases list of 14 clergy credibly accused of child sex abuse,87907,781,28,0,32,0,0,0,0,2019
crime,2019-12-30,20191230,"Charlotte Observer, The: Web Edition Articles (NC)","Catherine Muccigrosso and Amanda Zhou, The Charlotte Observer",Concord Mills mall says fight started inside before 13-year-old girl was shot to death,87908,404,14,0,12,0,0,0,0,2019
college,2019-12-30,20191230,"Charlotte Observer, The: Web Edition Articles (NC)","David Scott, The Charlotte Observer",6 reasons to watch Kentucky vs. VT in Charlotte’s final (but not really) Belk Bowl,87909,604,21,0,9,0,0,0,0,2019
music_news_reviews,2019-12-30,20191230,"Charlotte Observer, The: Web Edition Articles (NC)","Shirley Griffith, The Charlotte Observer",7 buzzworthy concerts coming to Charlotte in the next week; Jan. 3-9,87910,519,37,0,2,0,0,0,0,2019
local,2019-12-30,20191230,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",Alligators are wearing little ‘hats’ in South Carolina. It’s all part of a study,87911,544,19,0,1,0,0,0,0,2019
high_school,2019-12-30,20191230,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",It’s a Victory! Lady Kings from Victory Christian win East Lincoln Winter Jam,87912,442,13,0,5,0,0,0,0,2019
north_carolina,2019-12-30,20191230,"Charlotte Observer, The: Web Edition Articles (NC)","Bailey Aldridge, The Charlotte Observer",Barack Obama includes North Carolina artists on his favorite music of 2019 list,87913,306,10,0,5,0,0,0,0,2019
mens_basketball,2019-12-30,20191230,"Charlotte Observer, The: Web Edition Articles (NC)","Staff report, The Charlotte Observer","Davidson starts slow, falls to Vanderbilt on the road",87914,216,7,0,2,0,0,0,0,2019
local,2019-01-02,20190102,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, Jane Wester and Myah Ward, The Charlotte Observer",One child has died after east Charlotte house fire. Six other people critically hurt.,174492,587,21,0,6,0,0,0,0,2019
