section,date,ymd,paper,author,title,doc_id,nword,nsentence,self_reference,accountability_word_count,investigation_related,documents_reveal,investigation_duration,series_indicated,year
c5_things_to_do,2019-12-05,20191205,"Charlotte Observer, The: Web Edition Articles (NC)","Vanessa Infanzon, The Charlotte Observer",Feeling like Scrooge? 14 holiday events outside Charlotte to get you in the spirit,265271,1043,52,0,2,0,0,0,0,2019
charlotte_hornets,2019-12-05,20191205,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer",No tug-of-war: Hornets guards Graham and Rozier form a strength through synergy,265272,560,29,0,3,0,0,0,0,2019
local,2019-12-05,20191205,"Charlotte Observer, The: Web Edition Articles (NC)","Cristina Bolling, The Charlotte Observer",Will a Charlotte lawyer be the new Miss Universe? She has big plans whatever happens.,265273,1412,60,0,8,0,0,0,0,2019
giving_two,2019-12-05,20191205,"Charlotte Observer, The: Web Edition Articles (NC)","Cristina Bolling, The Charlotte Observer",‘Just a blessing.’ Salvation Army donors help woman caring for her mom and great aunt,265274,498,17,0,3,0,0,0,0,2019
local,2019-12-05,20191205,"Charlotte Observer, The: Web Edition Articles (NC)","Michael Gordon, The Charlotte Observer","Was this Charlotte man working for the FBI a double agent, givingÂ secrets to ISIS?",265275,1191,43,0,20,0,1,0,0,2019
local,2019-12-05,20191205,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer","For years, secret donor has visited NC Walmart — always to give away a rare gold coin",265276,602,20,0,1,0,0,0,0,2019
north_carolina,2019-12-05,20191205,"Charlotte Observer, The: Web Edition Articles (NC)","Hayley Fowler, The Charlotte Observer",Don’t you wish she was your grandma? NC lottery winner will fund grandkids’ college,265278,290,12,0,2,0,0,0,0,2019
preps_blog,2019-12-05,20191205,"Charlotte Observer, The: Web Edition Articles (NC)","Steve Lyttle, The Charlotte Observer","Previews for Friday’s Observer-area prep football games, full Carolinas schedule",265279,698,34,0,8,0,0,0,0,2019
crime,2019-12-05,20191205,"Charlotte Observer, The: Web Edition Articles (NC)","WBTV, The Charlotte Observer","Man stole car with infant in the back seat prior to crash in east Charlotte, CMPD says",265280,169,6,0,2,0,0,0,0,2019
north_carolina,2019-12-05,20191205,"Charlotte Observer, The: Web Edition Articles (NC)","Hayley Fowler, The Charlotte Observer",Richard Jewell didn’t bomb the 1996 Olympics. It was a fugitive in the NC mountains,265285,861,28,0,4,0,0,0,0,2019
carolina_panthers,2019-12-05,20191205,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer","New Panthers OC Scott Turner taking over for father, set to call plays for 1st time",265286,847,28,0,12,1,0,0,0,2019
charlotte_49ers,2019-12-05,20191205,"Charlotte Observer, The: Web Edition Articles (NC)","David Scott, The Charlotte Observer",Bahamas Bowl appearance won’t cost Charlotte 49ers coach Will Healy,265287,969,46,0,13,0,0,0,0,2019
high_school,2019-12-05,20191205,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer","At Vance High, assistant football ‘Coach AC’ doesn’t consider herself a trailblazer",265288,594,44,0,3,0,0,0,0,2019
north_carolina,2019-12-05,20191205,"Charlotte Observer, The: Web Edition Articles (NC)","Hayley Fowler, The Charlotte Observer","7-year-old leaves school alone, crosses highway and turns up 3 miles away, NC mom says",265289,391,18,0,1,0,0,0,0,2019
letters_to_the_editor,2019-12-08,20191208,"Charlotte Observer, The: Web Edition Articles (NC)","Staff, The Charlotte Observer",Republicans like me are realizing Trump is not upholding the ideals of our party,265291,667,27,0,18,0,0,0,0,2019
editorials,2019-12-08,20191208,"Charlotte Observer, The: Web Edition Articles (NC)","the Editorial Board, The Charlotte Observer",What Charlotte needs to get for its MLS money,265292,563,21,0,8,0,0,0,0,2019
north_carolina,2019-12-08,20191208,"Charlotte Observer, The: Web Edition Articles (NC)","Bailey Aldridge and Charles Duncan, The Charlotte Observer",More snow in the forecast for North Carolina mountains this week,265293,200,6,0,0,0,0,0,0,2019
high_school,2019-12-08,20191208,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr. and Jay Edwards, The Charlotte Observer",York County (SC) star named Charlotte Observer high school basketball player of the week,265294,517,23,0,4,0,0,0,0,2019
carolina_panthers,2019-12-08,20191208,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer",Panthers Grades: Can you get a ‘G?’ Maybe an ‘H?’ That bad in loss to Falcons,265295,399,14,0,13,0,0,0,0,2019
preps_blog,2019-12-08,20191208,"Charlotte Observer, The: Web Edition Articles (NC)","Jay Edwards and Langston Wertz Jr., The Charlotte Observer",It’s time for vote for the Charlotte Observer athlete of the week (12.11.19),265296,707,25,0,4,0,0,0,0,2019
scott_fowler,2019-12-08,20191208,"Charlotte Observer, The: Web Edition Articles (NC)","Scott Fowler, The Charlotte Observer",Seen it all before: Falcons dismantle Carolina Panthers for second time in three weeks,265297,653,19,0,6,0,0,0,0,2019
scott_fowler,2019-12-08,20191208,"Charlotte Observer, The: Web Edition Articles (NC)","Scott Fowler, The Charlotte Observer","As Donte Jackson rips his defensive coaches, Panthers look even worse without Rivera",265298,942,48,0,13,0,0,0,0,2019
carolina_panthers,2019-12-08,20191208,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer","Even without Ron Rivera, these were the same old Carolina Panthers in loss to Falcons",265299,1138,47,0,21,1,0,0,0,2019
charlotte_hornets,2019-12-08,20191208,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer",Hornets’ poor shooting ends in ugly loss to Hawks; Washington sprains ankle,265300,293,13,0,2,0,0,0,0,2019
carolina_panthers,2019-12-08,20191208,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer",Panthers makeshift offensive line continues to weigh down offense in loss to Falcons,265301,775,39,0,18,0,0,0,0,2019
college,2019-12-08,20191208,"Charlotte Observer, The: Web Edition Articles (NC)","By Steve Lyttle, The Charlotte Observer",Appalachian State coach Eli Drinkwitz leaving for Missouri,265302,701,31,0,9,0,0,0,0,2019
charlotte_hornets,2019-12-08,20191208,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer","MKG believes he has plenty left; Sunday, the Hornets gave him a chance to show it",265303,669,30,0,10,0,0,0,0,2019
high_school,2019-12-08,20191208,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",Iredell County star named Charlotte Observer girls basketball player of the week,265304,141,5,0,3,0,0,0,0,2019
fashion,2019-12-08,20191208,"Charlotte Observer, The: Web Edition Articles (NC)","Cristina Bolling, The Charlotte Observer","Miss USA, a Charlotte lawyer, falls short of the Miss Universe title but makes top 10",265305,678,19,0,4,0,0,0,0,2019
letters_to_the_editor,2019-12-11,20191211,"Charlotte Observer, The: Web Edition Articles (NC)","Staff, The Charlotte Observer",NC senator Thom Tillis put party over country. He didn’t even wait for a Senate trial,265306,684,25,0,13,0,0,0,0,2019
c5_development,2019-12-11,20191211,"Charlotte Observer, The: Web Edition Articles (NC)","DeAnna Taylor, The Charlotte Observer",This new brewery plans to spark adventures with its beer,265307,453,13,0,2,0,0,0,0,2019
local,2019-12-11,20191211,"Charlotte Observer, The: Web Edition Articles (NC)","Ames Alexander and David Raynor, The Charlotte Observer",Drunk driving arrests in Charlotte have plunged. Here’s why that could prove deadly.,265308,2647,103,0,59,0,0,0,0,2019
c5_things_to_do,2019-12-11,20191211,"Charlotte Observer, The: Web Edition Articles (NC)","Vanessa Infanzon, The Charlotte Observer","Find out why this Charlotte photographer took pictures of 2,700 rescue pets",265309,1247,51,0,16,0,0,0,0,2019
living,2019-12-11,20191211,"Charlotte Observer, The: Web Edition Articles (NC)","Cristina Bolling, The Charlotte Observer","He grew up misunderstood. Now he talks backwards, and people finally get him.",265310,1677,64,0,2,0,0,0,0,2019
editorials,2019-12-11,20191211,"Charlotte Observer, The: Web Edition Articles (NC)","the Editorial Board, The Charlotte Observer",The teacher pay question NC Republicans want to avoid,265311,564,23,0,4,0,0,0,0,2019
charlotte_hornets,2019-12-11,20191211,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer","NBA eyes are on Devonte Graham, poking for holes; what’s his next counter-move?",265312,526,24,0,2,0,0,0,0,2019
banking,2019-12-11,20191211,"Charlotte Observer, The: Web Edition Articles (NC)","Danielle Chemtob, The Charlotte Observer","Truist quickly makes Charlotte imprint. Will buy, rename uptown tower for $455 million",265313,307,5,0,0,0,1,0,0,2019
election,2019-12-11,20191211,"Charlotte Observer, The: Web Edition Articles (NC)","Jim Morrill, The Charlotte Observer","Ex-Gov McCrory leading in GOP primary, poll shows. Now, he’s keeping door open to run.",265316,245,18,0,0,0,0,0,0,2019
north_carolina,2019-12-11,20191211,"Charlotte Observer, The: Web Edition Articles (NC)","Hayley Fowler, The Charlotte Observer",‘How many slaves … equal at least 4 white people?’ NC parents blast school assignment,265317,403,9,0,6,0,0,0,0,2019
crime,2019-12-11,20191211,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer",Brother of slain Charlotte eatery owner thanks mourners at vigil: ‘My heart’s broken.’,265318,321,28,0,1,0,0,0,0,2019
local,2019-12-11,20191211,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer",‘A reprehensible crime.’ Brothers who shot Charlotte mail carrier sentenced to prison,265319,219,12,0,4,0,0,0,0,2019
public_safety_blog,2019-12-11,20191211,"Charlotte Observer, The: Web Edition Articles (NC)","Amanda Zhou, The Charlotte Observer","Robbery a likely motive in Brooks slaying, CMPD says. Police looking for two suspects.",265321,331,12,0,5,0,0,0,0,2019
education,2019-12-11,20191211,"Charlotte Observer, The: Web Edition Articles (NC)","Annie Ma, The Charlotte Observer",CMS board chooses Elyse Dashew to lead as new chair,265322,327,12,0,1,0,0,0,0,2019
carolina_panthers,2019-12-11,20191211,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer",Panthers quarterback Cam Newton’s surgery on left foot “successful”,265323,948,38,0,7,0,0,0,0,2019
weather_news,2019-12-11,20191211,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer","Ice, sleet, freezing rain threat grows for parts of Mecklenburg. Here’s when and where.",265324,232,7,0,1,0,0,0,0,2019
national,2019-12-11,20191211,"Charlotte Observer, The: Web Edition Articles (NC)","Chacour Koop, The Charlotte Observer",Hacker uses Ring camera to spy on Tennessee girl in her bedroom: ‘I’m Santa Claus’,265325,356,28,0,2,0,0,0,0,2019
high_school,2019-12-11,20191211,"Charlotte Observer, The: Web Edition Articles (NC)","Steve Lyttle, The Charlotte Observer",Tough competition and good coaching lead to Southern Carolinas 3A football dominance,265326,421,23,0,8,0,0,0,0,2019
local,2019-12-11,20191211,"Charlotte Observer, The: Web Edition Articles (NC)","Alison Kuznitz, The Charlotte Observer",Good Fellows Club surpasses $1 million in funding at annual Christmas luncheon,265327,487,18,0,4,0,0,0,0,2019
north_carolina,2019-12-11,20191211,"Charlotte Observer, The: Web Edition Articles (NC)","Hayley Fowler, The Charlotte Observer",Wildlife can safely bypass busy roadways in parts of the West. Could NC follow suit?,265328,897,19,0,11,0,0,0,0,2019
opinion,2019-12-14,20191214,"Charlotte Observer, The: Web Edition Articles (NC)","Aleta Payne, The Charlotte Observer",A season to search for transformation,265329,566,24,0,6,0,0,0,0,2019
scott_fowler,2019-12-14,20191214,"Charlotte Observer, The: Web Edition Articles (NC)","Scott Fowler, The Charlotte Observer","Carl Scheer, first GM of Charlotte Hornets and slam-dunk contest inventor, dies at 82",265330,1654,67,0,18,0,0,0,0,2019
local,2019-12-14,20191214,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer","Woman flees after pedestrian hit on a busy Charlotte road, cops say. The man died.",265331,204,5,0,1,0,0,0,0,2019
local,2019-12-14,20191214,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer",Runners will strip off their clothes again in Charlotte’s South End. Here’s why.,265332,339,9,0,0,0,0,0,0,2019
carolina_panthers,2019-12-14,20191214,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer","Panthers place rookie LT Greg Little on IR, add WR Chris Hogan to active roster",265333,237,11,0,3,0,0,0,0,2019
charlotte_hornets,2019-12-14,20191214,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer",Hornets lose P.J. Washington to broken finger; what are the options to replace him?,265334,284,13,0,2,0,0,0,0,2019
carolina_panthers,2019-12-14,20191214,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer",Scouting report: Stopping Seahawks rushing attack is a big challenge for Panthers,265335,988,41,0,20,0,0,0,0,2019
preps_blog,2019-12-14,20191214,"Charlotte Observer, The: Web Edition Articles (NC)","Tom Shanahan, The Charlotte Observer","Back-to-back champs! Weddington handles Lee County, wins 3AA title again",265336,949,38,0,6,0,0,0,0,2019
preps_blog,2019-12-14,20191214,"Charlotte Observer, The: Web Edition Articles (NC)","Tom Shanahan, The Charlotte Observer",Charlotte Catholic captures third state title in a row with win over Southern Nash,265337,1080,37,0,8,0,0,0,0,2019
high_school,2019-12-14,20191214,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",Orange crushed. Vance High’s defense smothers Leesville Road in 4AA final.,265338,740,35,0,11,0,0,0,0,2019
letters_to_the_editor,2019-12-17,20191217,"Charlotte Observer, The: Web Edition Articles (NC)","Staff, The Charlotte Observer",There’s one thing Charlotte surely needs more than a soccer team,265339,676,27,0,19,0,0,0,0,2019
high_school,2019-12-17,20191217,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer","Thursday’s basketball update: No. 15 Hough wins at Lake Norman; stars, scores, schedule",265341,6144,237,0,64,0,0,0,0,2019
high_school,2019-12-17,20191217,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",Cannon School names new director of athletics,265342,152,7,0,1,0,0,0,0,2019
north_carolina,2019-12-17,20191217,"Charlotte Observer, The: Web Edition Articles (NC)","Hayley Fowler, The Charlotte Observer","41-year-old teacher charged with statutory rape of middle school student, NC cops say",265343,187,6,0,10,0,0,0,0,2019
development,2019-12-17,20191217,"Charlotte Observer, The: Web Edition Articles (NC)","Danielle Chemtob, The Charlotte Observer",City Council OKs hundreds of homes planned for rapidly growing areas in Charlotte,265344,546,15,0,7,0,0,0,0,2019
education,2019-12-17,20191217,"Charlotte Observer, The: Web Edition Articles (NC)","Annie Ma, The Charlotte Observer","UNC Charlotte announces opening date, new location for lab school",265345,439,11,0,2,0,0,0,0,2019
